datetime, aapl , cash , commission , total ,returns, equity_curve 
8/27/2013," 3,226,036 "," 3,287,469 ", (188)," 6,513,505 ",-1.4%, 6.51 
8/28/2013," 3,241,159 "," 3,287,469 ", (188)," 6,528,629 ",0.2%, 6.53 
8/29/2013," 3,246,358 "," 3,287,469 ", (188)," 6,533,828 ",0.1%, 6.53 
8/30/2013," 3,217,056 "," 3,287,469 ", (188)," 6,504,526 ",-0.4%, 6.50 
9/3/2013," 3,226,036 "," 3,287,469 ", (188)," 6,513,505 ",0.1%, 6.51 
9/4/2013," 3,292,674 "," 3,287,469 ", (188)," 6,580,143 ",1.0%, 6.58 
9/5/2013," 3,269,989 "," 3,287,469 ", (188)," 6,557,458 ",-0.3%, 6.56 
9/6/2013," 3,289,366 "," 3,287,469 ", (188)," 6,576,835 ",0.3%, 6.58 
9/9/2013," 3,341,825 "," 3,287,469 ", (188)," 6,629,295 ",0.8%, 6.63 
9/10/2013," 3,265,735 "," 3,287,469 ", (188)," 6,553,205 ",-1.1%, 6.55 
9/11/2013," 3,088,034 "," 3,287,469 ", (188)," 6,375,503 ",-2.7%, 6.38 
9/12/2013," 3,121,116 "," 3,287,469 ", (188)," 6,408,586 ",0.5%, 6.41 
9/13/2013," 3,069,602 "," 3,287,469 ", (188)," 6,357,071 ",-0.8%, 6.36 
9/16/2013," 2,971,772 "," 3,287,469 ", (188)," 6,259,241 ",-1.5%, 6.26 
9/17/2013," 3,006,272 "," 3,287,469 ", (188)," 6,293,742 ",0.6%, 6.29 
9/18/2013," 3,068,184 "," 3,287,469 ", (188)," 6,355,654 ",1.0%, 6.36 
9/19/2013," 3,118,281 "," 3,287,469 ", (188)," 6,405,750 ",0.8%, 6.41 
9/20/2013," 3,086,143 "," 3,287,469 ", (188)," 6,373,613 ",-0.5%, 6.37 
9/23/2013," 3,239,269 "," 3,287,469 ", (188)," 6,526,738 ",2.4%, 6.53 
9/24/2013," 3,229,344 "," 3,287,469 ", (188)," 6,516,814 ",-0.2%, 6.52 
9/25/2013," 3,179,247 "," 3,287,469 ", (188)," 6,466,717 ",-0.8%, 6.47 
9/26/2013," 3,210,440 "," 3,287,469 ", (188)," 6,497,909 ",0.5%, 6.50 
9/27/2013," 3,187,282 "," 3,287,469 ", (188)," 6,474,751 ",-0.4%, 6.47 
9/30/2013," 3,147,583 "," 3,287,469 ", (188)," 6,435,052 ",-0.6%, 6.44 
10/1/2013," 3,221,782 "," 3,287,469 ", (188)," 6,509,252 ",1.2%, 6.51 
10/2/2013," 3,232,180 "," 3,287,469 ", (188)," 6,519,649 ",0.2%, 6.52 
10/3/2013," 3,191,535 "," 3,287,469 ", (188)," 6,479,005 ",-0.6%, 6.48 
10/4/2013," 3,189,172 "," 3,287,469 ", (188)," 6,476,642 ",0.0%, 6.48 
10/7/2013," 3,220,365 "," 3,287,469 ", (188)," 6,507,834 ",0.5%, 6.51 
10/8/2013," 3,175,467 "," 3,287,469 ", (188)," 6,462,936 ",-0.7%, 6.46 
10/9/2013," 3,212,803 "," 3,287,469 ", (188)," 6,500,272 ",0.6%, 6.50 
10/10/2013," 3,232,652 "," 3,287,469 ", (188)," 6,520,122 ",0.3%, 6.52 
10/11/2013," 3,253,920 "," 3,287,469 ", (188)," 6,541,389 ",0.3%, 6.54 
10/14/2013," 3,275,187 "," 3,287,469 ", (188)," 6,562,657 ",0.3%, 6.56 
10/15/2013," 3,292,674 "," 3,287,469 ", (188)," 6,580,143 ",0.3%, 6.58 
10/16/2013," 3,308,743 "," 3,287,469 ", (188)," 6,596,212 ",0.2%, 6.60 
10/17/2013," 3,330,955 "," 3,287,469 ", (188)," 6,618,425 ",0.3%, 6.62 
10/18/2013," 3,359,784 "," 3,287,469 ", (188)," 6,647,254 ",0.4%, 6.65 
10/21/2013," 3,442,491 "," 3,287,469 ", (188)," 6,729,961 ",1.2%, 6.73 
10/22/2013," 3,432,566 "," 3,287,469 ", (188)," 6,720,036 ",-0.1%, 6.72 
10/23/2013," 3,466,122 "," 3,287,469 ", (188)," 6,753,591 ",0.5%, 6.75 
10/24/2013," 3,511,965 "," 3,287,469 ", (188)," 6,799,434 ",0.7%, 6.80 
10/25/2013," 3,472,738 "," 3,287,469 ", (188)," 6,760,208 ",-0.6%, 6.76 
10/28/2013," 3,498,732 "," 3,287,469 ", (188)," 6,786,201 ",0.4%, 6.79 
10/29/2013," 3,411,299 "," 3,287,469 ", (188)," 6,698,768 ",-1.3%, 6.70 
10/30/2013," 3,465,649 "," 3,287,469 ", (188)," 6,753,119 ",0.8%, 6.75 
10/31/2013," 3,450,998 "," 3,287,469 ", (188)," 6,738,468 ",-0.2%, 6.74 
11/1/2013," 3,433,512 "," 3,287,469 ", (188)," 6,720,981 ",-0.3%, 6.72 
11/4/2013," 3,477,937 "," 3,287,469 ", (188)," 6,765,406 ",0.7%, 6.77 
11/5/2013," 3,469,430 "," 3,287,469 ", (188)," 6,756,900 ",-0.1%, 6.76 
11/6/2013," 3,459,505 "," 3,287,469 ", (188)," 6,746,975 ",-0.1%, 6.75 
11/7/2013," 3,403,265 "," 3,287,469 ", (188)," 6,690,734 ",-0.8%, 6.69 
11/8/2013," 3,457,142 "," 3,287,469 ", (188)," 6,744,612 ",0.8%, 6.74 
11/11/2013," 3,447,217 "," 3,287,469 ", (188)," 6,734,687 ",-0.1%, 6.73 
11/12/2013," 3,453,361 "," 3,287,469 ", (188)," 6,740,831 ",0.1%, 6.74 
11/13/2013," 3,457,615 "," 3,287,469 ", (188)," 6,745,084 ",0.1%, 6.75 
11/14/2013," 3,507,711 "," 3,287,469 ", (188)," 6,795,181 ",0.7%, 6.80 
11/15/2013," 3,486,444 "," 3,287,469 ", (188)," 6,773,913 ",-0.3%, 6.77 
11/18/2013," 3,444,382 "," 3,287,469 ", (188)," 6,731,851 ",-0.6%, 6.73 
11/19/2013," 3,450,526 "," 3,287,469 ", (188)," 6,737,995 ",0.1%, 6.74 
11/20/2013," 3,420,279 "," 3,287,469 ", (188)," 6,707,748 ",-0.4%, 6.71 
11/21/2013," 3,460,923 "," 3,287,469 ", (188)," 6,748,393 ",0.6%, 6.75 
11/22/2013," 3,451,943 "," 3,287,469 ", (188)," 6,739,413 ",-0.1%, 6.74 
11/25/2013," 3,478,410 "," 3,287,469 ", (188)," 6,765,879 ",0.4%, 6.77 
11/26/2013," 3,542,212 "," 3,287,469 ", (188)," 6,829,681 ",0.9%, 6.83 
11/27/2013," 3,625,864 "," 3,287,469 ", (188)," 6,913,333 ",1.2%, 6.91 
11/29/2013," 3,692,975 "," 3,287,469 ", (188)," 6,980,444 ",1.0%, 6.98 
12/2/2013," 3,660,837 "," 3,287,469 ", (188)," 6,948,307 ",-0.5%, 6.95 
12/3/2013," 3,761,030 "," 3,287,469 ", (188)," 7,048,500 ",1.4%, 7.05 
12/4/2013," 3,752,051 "," 3,287,469 ", (188)," 7,039,520 ",-0.1%, 7.04 
12/5/2013," 3,771,428 "," 3,287,469 ", (188)," 7,058,897 ",0.3%, 7.06 
12/6/2013," 3,718,968 "," 3,287,469 ", (188)," 7,006,438 ",-0.7%, 7.01 
12/9/2013," 3,761,503 "," 3,287,469 ", (188)," 7,048,972 ",0.6%, 7.05 
12/10/2013," 3,755,832 "," 3,287,469 ", (188)," 7,043,301 ",-0.1%, 7.04 
12/11/2013," 3,727,948 "," 3,287,469 ", (188)," 7,015,417 ",-0.4%, 7.02 
12/12/2013," 3,722,749 "," 3,287,469 ", (188)," 7,010,218 ",-0.1%, 7.01 
12/13/2013," 3,682,105 "," 3,287,469 ", (188)," 6,969,574 ",-0.6%, 6.97 
12/16/2013," 3,702,427 "," 3,287,469 ", (188)," 6,989,896 ",0.3%, 6.99 
12/17/2013," 3,685,885 "," 3,287,469 ", (188)," 6,973,355 ",-0.2%, 6.97 
12/18/2013," 3,657,529 "," 3,287,469 ", (188)," 6,944,998 ",-0.4%, 6.94 
12/19/2013," 3,615,939 "," 3,287,469 ", (188)," 6,903,409 ",-0.6%, 6.90 
12/20/2013," 3,646,186 "," 3,287,469 ", (188)," 6,933,656 ",0.4%, 6.93 
12/23/2013," 3,786,079 "," 3,287,469 ", (188)," 7,073,548 ",2.0%, 7.07 
12/24/2013," 3,770,010 "," 3,287,469 ", (188)," 7,057,479 ",-0.2%, 7.06 
12/26/2013," 3,744,962 "," 3,287,469 ", (188)," 7,032,431 ",-0.4%, 7.03 
12/27/2013," 3,719,441 "," 3,287,469 ", (188)," 7,006,910 ",-0.4%, 7.01 
12/30/2013," 3,682,577 "," 3,287,469 ", (188)," 6,970,047 ",-0.5%, 6.97 
12/31/2013," 3,725,585 "," 3,287,469 ", (188)," 7,013,054 ",0.6%, 7.01 
1/2/2014," 3,673,598 "," 3,287,469 ", (188)," 6,961,067 ",-0.7%, 6.96 
1/3/2014," 3,592,781 "," 3,287,469 ", (188)," 6,880,251 ",-1.2%, 6.88 
1/6/2014," 3,612,158 "," 3,287,469 ", (188)," 6,899,628 ",0.3%, 6.90 
1/7/2014," 3,586,637 "," 3,287,469 ", (188)," 6,874,107 ",-0.4%, 6.87 
1/8/2014," 3,609,323 "," 3,287,469 ", (188)," 6,896,792 ",0.3%, 6.90 
1/9/2014," 3,563,007 "," 3,287,469 ", (188)," 6,850,476 ",-0.7%, 6.85 
1/10/2014," 3,539,376 "," 3,287,469 ", (188)," 6,826,846 ",-0.3%, 6.83 
1/13/2014," 3,557,808 "," 3,287,469 ", (188)," 6,845,278 ",0.3%, 6.85 
1/14/2014," 3,628,700 "," 3,287,469 ", (188)," 6,916,169 ",1.0%, 6.92 
1/15/2014," 3,701,482 "," 3,287,469 ", (188)," 6,988,951 ",1.1%, 6.99 
1/16/2014," 3,680,687 "," 3,287,469 ", (188)," 6,968,156 ",-0.3%, 6.97 
1/17/2014," 3,590,418 "," 3,287,469 ", (188)," 6,877,888 ",-1.3%, 6.88 
1/21/2014," 3,646,186 "," 3,287,469 ", (188)," 6,933,656 ",0.8%, 6.93 
1/22/2014," 3,662,728 "," 3,287,469 ", (188)," 6,950,197 ",0.2%, 6.95 
1/23/2014," 3,693,447 "," 3,287,469 ", (188)," 6,980,917 ",0.4%, 6.98 
1/24/2014," 3,626,337 "," 3,287,469 ", (188)," 6,913,806 ",-1.0%, 6.91 
1/27/2014," 3,656,111 "," 3,287,469 ", (188)," 6,943,580 ",0.4%, 6.94 
1/28/2014," 3,363,565 "," 3,287,469 ", (188)," 6,651,035 ",-4.2%, 6.65 
1/29/2014," 3,325,757 "," 3,287,469 ", (188)," 6,613,226 ",-0.6%, 6.61 
1/30/2014," 3,319,140 "," 3,287,469 ", (188)," 6,606,610 ",-0.1%, 6.61 
1/31/2014," 3,324,339 "," 3,287,469 ", (188)," 6,611,808 ",0.1%, 6.61 
2/3/2014," 3,330,483 "," 3,287,469 ", (188)," 6,617,952 ",0.1%, 6.62 
2/4/2014," 3,378,689 "," 3,287,469 ", (188)," 6,666,158 ",0.7%, 6.67 
2/5/2014," 3,404,210 "," 3,287,469 ", (188)," 6,691,679 ",0.4%, 6.69 
2/6/2014," 3,424,059 "," 3,287,469 ", (188)," 6,711,529 ",0.3%, 6.71 
2/7/2014," 3,471,793 "," 3,287,469 ", (188)," 6,759,263 ",0.7%, 6.76 
2/10/2014," 3,534,178 "," 3,287,469 ", (188)," 6,821,647 ",0.9%, 6.82 
2/11/2014," 3,580,493 "," 3,287,469 ", (188)," 6,867,963 ",0.7%, 6.87 
2/12/2014," 3,580,493 "," 3,287,469 ", (188)," 6,867,963 ",0.0%, 6.87 
2/13/2014," 3,637,207 "," 3,287,469 ", (188)," 6,924,676 ",0.8%, 6.92 
2/14/2014," 3,634,371 "," 3,287,469 ", (188)," 6,921,840 ",0.0%, 6.92 
2/18/2014," 3,647,604 "," 3,287,469 ", (188)," 6,935,073 ",0.2%, 6.94 
2/19/2014," 3,589,946 "," 3,287,469 ", (188)," 6,877,415 ",-0.8%, 6.88 
2/20/2014," 3,548,356 "," 3,287,469 ", (188)," 6,835,825 ",-0.6%, 6.84 
2/21/2014," 3,509,129 "," 3,287,469 ", (188)," 6,796,599 ",-0.6%, 6.80 
2/24/2014," 3,524,253 "," 3,287,469 ", (188)," 6,811,722 ",0.2%, 6.81 
2/25/2014," 3,487,862 "," 3,287,469 ", (188)," 6,775,331 ",-0.5%, 6.78 
2/26/2014," 3,456,197 "," 3,287,469 ", (188)," 6,743,666 ",-0.5%, 6.74 
2/27/2014," 3,525,198 "," 3,287,469 ", (188)," 6,812,667 ",1.0%, 6.81 
2/28/2014," 3,515,746 "," 3,287,469 ", (188)," 6,803,215 ",-0.1%, 6.80 
3/3/2014," 3,525,671 "," 3,287,469 ", (188)," 6,813,140 ",0.1%, 6.81 
3/4/2014," 3,549,301 "," 3,287,469 ", (188)," 6,836,771 ",0.3%, 6.84 
3/5/2014," 3,556,390 "," 3,287,469 ", (188)," 6,843,860 ",0.1%, 6.84 
3/6/2014," 3,545,993 "," 3,287,469 ", (188)," 6,833,462 ",-0.2%, 6.83 
3/7/2014," 3,543,630 "," 3,287,469 ", (188)," 6,831,099 ",0.0%, 6.83 
3/10/2014," 3,546,938 "," 3,287,469 ", (188)," 6,834,408 ",0.0%, 6.83 
3/11/2014," 3,581,439 "," 3,287,469 ", (188)," 6,868,908 ",0.5%, 6.87 
3/12/2014," 3,585,219 "," 3,287,469 ", (188)," 6,872,689 ",0.1%, 6.87 
3/13/2014," 3,545,048 "," 3,287,469 ", (188)," 6,832,517 ",-0.6%, 6.83 
3/14/2014," 3,505,348 "," 3,287,469 ", (188)," 6,792,818 ",-0.6%, 6.79 
3/17/2014," 3,519,054 "," 3,287,469 ", (188)," 6,806,524 ",0.2%, 6.81 
3/18/2014," 3,550,246 "," 3,287,469 ", (188)," 6,837,716 ",0.5%, 6.84 
3/19/2014," 3,549,301 "," 3,287,469 ", (188)," 6,836,771 ",0.0%, 6.84 
3/20/2014," 3,532,287 "," 3,287,469 ", (188)," 6,819,757 ",-0.2%, 6.82 
3/21/2014," 3,560,171 "," 3,287,469 ", (188)," 6,847,641 ",0.4%, 6.85 
3/24/2014," 3,602,233 "," 3,287,469 ", (188)," 6,889,703 ",0.6%, 6.89 
3/25/2014," 3,640,987 "," 3,287,469 ", (188)," 6,928,457 ",0.6%, 6.93 
3/26/2014," 3,606,014 "," 3,287,469 ", (188)," 6,893,484 ",-0.5%, 6.89 
3/27/2014," 3,590,891 "," 3,287,469 ", (188)," 6,878,360 ",-0.2%, 6.88 
3/28/2014," 3,586,637 "," 3,287,469 ", (188)," 6,874,107 ",-0.1%, 6.87 
3/31/2014," 3,585,692 "," 3,287,469 ", (188)," 6,873,162 ",0.0%, 6.87 
4/1/2014," 3,618,775 "," 3,287,469 ", (188)," 6,906,244 ",0.5%, 6.91 
4/2/2014," 3,624,919 "," 3,287,469 ", (188)," 6,912,388 ",0.1%, 6.91 
4/3/2014," 3,599,398 "," 3,287,469 ", (188)," 6,886,867 ",-0.4%, 6.89 
4/4/2014," 3,553,082 "," 3,287,469 ", (188)," 6,840,551 ",-0.7%, 6.84 
4/7/2014," 3,497,314 "," 3,287,469 ", (188)," 6,784,783 ",-0.8%, 6.78 
4/8/2014," 3,496,841 "," 3,287,469 ", (188)," 6,784,311 ",0.0%, 6.78 
4/9/2014," 3,543,157 "," 3,287,469 ", (188)," 6,830,627 ",0.7%, 6.83 
4/10/2014," 3,497,314 "," 3,287,469 ", (188)," 6,784,783 ",-0.7%, 6.78 
4/11/2014," 3,471,320 "," 3,287,469 ", (188)," 6,758,790 ",-0.4%, 6.76 
4/14/2014," 3,485,026 "," 3,287,469 ", (188)," 6,772,496 ",0.2%, 6.77 
4/15/2014," 3,460,450 "," 3,287,469 ", (188)," 6,747,920 ",-0.4%, 6.75 
4/16/2014," 3,467,540 "," 3,287,469 ", (188)," 6,755,009 ",0.1%, 6.76 
4/17/2014," 3,507,239 "," 3,287,469 ", (188)," 6,794,708 ",0.6%, 6.79 
4/21/2014," 3,548,828 "," 3,287,469 ", (188)," 6,836,298 ",0.6%, 6.84 
4/22/2014," 3,552,137 "," 3,287,469 ", (188)," 6,839,606 ",0.0%, 6.84 
4/23/2014," 3,505,821 "," 3,287,469 ", (188)," 6,793,290 ",-0.7%, 6.79 
4/24/2014," 3,793,168 "," 3,287,469 ", (188)," 7,080,637 ",4.2%, 7.08 
4/25/2014," 3,821,052 "," 3,287,469 ", (188)," 7,108,521 ",0.4%, 7.11 
4/28/2014," 3,968,979 "," 3,287,469 ", (188)," 7,256,448 ",2.1%, 7.26 
4/29/2014," 3,957,164 "," 3,287,469 ", (188)," 7,244,633 ",-0.2%, 7.24 
4/30/2014," 3,942,513 "," 3,287,469 ", (188)," 7,229,982 ",-0.2%, 7.23 
5/1/2014," 3,951,492 "," 3,287,469 ", (188)," 7,238,962 ",0.1%, 7.24 
5/2/2014," 3,959,054 "," 3,287,469 ", (188)," 7,246,523 ",0.1%, 7.25 
5/5/2014," 4,014,822 "," 3,287,469 ", (188)," 7,302,291 ",0.8%, 7.30 
5/6/2014," 3,971,342 "," 3,287,469 ", (188)," 7,258,811 ",-0.6%, 7.26 
5/7/2014," 3,957,164 "," 3,287,469 ", (188)," 7,244,633 ",-0.2%, 7.24 
5/8/2014," 3,950,074 "," 3,287,469 ", (188)," 7,237,544 ",-0.1%, 7.24 
5/9/2014," 3,933,533 "," 3,287,469 ", (188)," 7,221,003 ",-0.2%, 7.22 
5/12/2014," 3,982,684 "," 3,287,469 ", (188)," 7,270,154 ",0.7%, 7.27 
5/13/2014," 3,988,828 "," 3,287,469 ", (188)," 7,276,298 ",0.1%, 7.28 
5/14/2014," 3,989,774 "," 3,287,469 ", (188)," 7,277,243 ",0.0%, 7.28 
5/15/2014," 3,955,746 "," 3,287,469 ", (188)," 7,243,215 ",-0.5%, 7.24 
5/16/2014," 4,014,349 "," 3,287,469 ", (188)," 7,301,819 ",0.8%, 7.30 
5/19/2014," 4,061,610 "," 3,287,469 ", (188)," 7,349,080 ",0.6%, 7.35 
5/20/2014," 4,062,556 "," 3,287,469 ", (188)," 7,350,025 ",0.0%, 7.35 
5/21/2014," 4,073,426 "," 3,287,469 ", (188)," 7,360,895 ",0.1%, 7.36 
5/22/2014," 4,079,570 "," 3,287,469 ", (188)," 7,367,039 ",0.1%, 7.37 
5/23/2014," 4,125,885 "," 3,287,469 ", (188)," 7,413,355 ",0.6%, 7.41 
5/27/2014," 4,202,921 "," 3,287,469 ", (188)," 7,490,390 ",1.0%, 7.49 
5/28/2014," 4,192,051 "," 3,287,469 ", (188)," 7,479,520 ",-0.1%, 7.48 
5/29/2014," 4,268,614 "," 3,287,469 ", (188)," 7,556,083 ",1.0%, 7.56 
5/30/2014," 4,252,545 "," 3,287,469 ", (188)," 7,540,014 ",-0.2%, 7.54 
6/2/2014," 4,223,243 "," 3,287,469 ", (188)," 7,510,712 ",-0.4%, 7.51 
6/3/2014," 4,283,264 "," 3,287,469 ", (188)," 7,570,734 ",0.8%, 7.57 
6/4/2014," 4,331,943 "," 3,287,469 ", (188)," 7,619,413 ",0.6%, 7.62 
6/5/2014," 4,348,957 "," 3,287,469 ", (188)," 7,636,427 ",0.2%, 7.64 
6/6/2014," 4,337,142 "," 3,287,469 ", (188)," 7,624,611 ",-0.2%, 7.62 
6/9/2014," 4,406,616 "," 3,287,469 ", (188)," 7,694,085 ",0.9%, 7.69 
6/10/2014," 4,432,137 "," 3,287,469 ", (188)," 7,719,606 ",0.3%, 7.72 
6/11/2014," 4,414,177 "," 3,287,469 ", (188)," 7,701,647 ",-0.2%, 7.70 
6/12/2014," 4,339,978 "," 3,287,469 ", (188)," 7,627,447 ",-1.0%, 7.63 
6/13/2014," 4,292,717 "," 3,287,469 ", (188)," 7,580,186 ",-0.6%, 7.58 
6/16/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/17/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/18/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/19/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/20/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/23/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/24/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/25/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/26/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/27/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
6/30/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/1/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/2/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/3/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/7/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/8/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/9/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/10/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/11/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/14/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/15/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/16/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/17/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/18/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/21/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/22/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/23/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/24/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/25/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/28/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/29/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/30/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
7/31/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/1/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/4/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/5/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/6/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/7/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/8/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/11/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/12/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/13/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/14/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/15/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/18/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/19/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/20/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/21/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/22/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/25/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/26/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/27/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/28/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
8/29/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/2/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/3/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/4/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/5/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/8/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/9/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/10/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/11/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/12/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/15/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/16/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/17/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/18/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/19/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/22/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/23/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/24/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/25/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/26/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/29/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
9/30/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/1/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/2/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/3/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/6/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/7/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/8/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/9/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/10/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/13/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/14/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/15/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/16/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/17/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/20/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/21/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
10/22/2014, -   ," 7,580,177 ", (197)," 7,580,177 ",0.0%, 7.58 
